"SMILES","EXTERNALID","N","NAME","NAME","INTRODUCER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","IC group given","Temperature","UNIT {Temperature}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","COMMENTS","CASRN"
"C1=CC2=CN=CC=C2N=C1","-","-","1,6-naphthyridine","-","Koerner","A5793","-","-","-","3.76","Log unit","n1ccc2ncccc2c1","2","25.0","?C","0","","-","4.2866","Log unit","n(ccc1nc2)cc1cc2","-","-"
"O=N(=O)C1=CC2=CN=CC=C2N=C1","-","-","3-nitro-1,6-naphthyridine","-","Koerner","A5793","-","-","-","2.32","Log unit","n1ccc2ncc(cc2c1)N(=O)=O","2","25.0","?C","0","","-","4.1592","Log unit","n(ccc1nc2)cc1cc2N(=O)=O","-","-"
"C1=CC2=CC=NC=C2N=C1","-","-","1,7-naphthyridine","-","Koerner","A5793","-","-","-","3.61","Log unit","n1ccc2cccnc2c1","2","25.0","?C","0","","-","3.627","Log unit","n(ccc1cc2)cc1nc2","-","-"
"NC1=CC=CC2=NC=NC=C12","-","-","5-aminoquinazoline","-","Koerner","A5793","-","-","-","3.56","Log unit","n1cnc2cccc(c2c1)N","4","25.0","?C","0","","-","4.3509","Log unit","n(cnc1cc2)cc1c(c2)N","-","-"
"NC1=CC=CC2=CN=CN=C12","-","-","8-aminoquinazoline","-","Koerner","A5793","-","-","-","2.8","Log unit","n1cnc2c(cccc2c1)N","4","25.0","?C","0","","-","2.508","Log unit","n(cnc1c(c2)N)cc1cc2","-","-"
"COC1=CC=CC2=C1C=NC(N)=N2","-","-","2-amino-5-methoxyquinazoline","-","Koerner","A5793","-","-","-","4.83","Log unit","n1c(nc2cccc(c2c1)OC)N","4","25.0","?C","2","","-","4.6709","Log unit","n(c(nc1)N)c(ccc2)c1c2OC","-","-"
"COC1=CC2=C(C=C1)N=C(N)N=C2","-","-","2-amino-6-methoxyquinazoline","-","Koerner","A5793","-","-","-","4.72","Log unit","n1c(nc2ccc(OC)cc2c1)N","4","25.0","?C","2","","-","4.1916","Log unit","n(c(nc1)N)c(ccc2OC)c1c2","-","-"
"COC1=CC2=C(C=C1)C=NC(N)=N2","-","-","2-amino-7-methoxyquinazoline","-","Koerner","A5793","-","-","-","5.01","Log unit","n1c(nc2cc(ccc2c1)OC)N","4","25.0","?C","2","","-","4.8224","Log unit","n(c(nc1)N)c(cc(c2)OC)c1c2","-","-"
"COC1=CC=CC2=C1N=C(N)N=C2","-","-","2-amino-8-methoxyquinazoline","-","Koerner","A5793","-","-","-","4.58","Log unit","n1c(nc2c(cccc2c1)OC)N","4","25.0","?C","2","","-","3.3131","Log unit","n(c(nc1)N)c(c(cc2)OC)c1c2","-","-"
"CC1=NC(=NC2=CC=CC=C12)C(C)(C)C","-","-","2-t-butyl-4-methylquinazoline","-","Koerner","A5793","-","-","-","3.82","Log unit","n1c(c2ccccc2nc1C(C)(C)C)C","1","25.0","?C","5","","-","3.3936","Log unit","c(ccc1c(n2)C)cc1nc2C(C)(C)C","-","-"
"CC1=NC(Cl)=NC2=C1C=CC=C2","-","-","2-chloro-4-methylquinazoline","-","Koerner","A5793","-","-","-","-0.75","Log unit","n1c(Cl)nc2ccccc2c1C","2","25.0","?C","9","","-","0.186","Log unit","Cl-c(nc(ccc1)c2c1)nc2C","-","-"
"N#CC1=NC2=C(C=CC=C2)C=N1","-","-","2-cyanoquinazoline","-","Koerner","A5793","-","-","-","-2.56","Log unit","n1cc2ccccc2nc1C#N","2","25.0","?C","0","","-","-1.3716","Log unit","n(cc(ccc1)c2c1)c(n2)C#N","-","-"
"NC1=NC2=C(C(N)=N1)C(Cl)=CC=C2Cl","-","-","2,4-diamino-5,8-dichloroquinazoline","-","Koerner","A5793","-","-","-","6.07","Log unit","n1c2c(Cl)ccc(Cl)c2c(nc1N)N","6","25.0","?C","7","","-","4.8047","Log unit","Cl-c(ccc1Cl)c(nc(n2)N)c1c2N","-","-"
"CCC1=CC=CC2=C(N)N=C(N)N=C12","-","-","2,4-diamino-8-ehtylquinazoline","-","Koerner","A5793","-","-","-","8.29","Log unit","n1c(nc(N)c2c1c(ccc2)CC)N","5","25.0","?C","2","","-","6.9858","Log unit","n(c(nc1c(c2)CC)N)c(N)c1cc2","-","-"
"CC1=C2C=CC=CC2=NC(=N1)C(Cl)Cl","-","-","2-dichloromethyl-4-methylquinazoline","-","Koerner","A5793","-","-","-","0.11","Log unit","n1c(C(Cl)Cl)nc2c(c1C)cccc2","1","25.0","?C","4","","-","1.4024","Log unit","ClC(Cl)-c(nc(c1cc2)C)nc1cc2","-","-"
"COC1=NC2=CC=CC=C2N=C1C","-","-","2-methoxy-3-methylquinoxaline","-","Koerner","A5793","-","-","-","1.38","Log unit","n1c2ccccc2nc(OC)c1C","1","25.0","?C","10","","-","1.9036","Log unit","c(ccc1nc2OC)cc1nc2C","-","-"
"[O-]C1=NC=NC=C1","-","-","4-Hydroxypyrimidine","-","Koerner","A5793","-","-","-","8.63","Log unit","[O-]c1ncncc1","1","25.0","?C","0","","-","12.989","Log unit","[O-1]-c(ncn1)cc1","-","-"
"COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC","-","-","2,4-diamino-5-(3',4',5'-trimethoxybenzyl)pyrimidine","-","Koerner","A5793","-","-","-","7.12","Log unit","n1c(nc(N)c(c1)Cc1cc(OC)c(OC)c(c1)OC)N","5","25.0","?C","2","","-","7.1563","Log unit","n(c(nc1)N)c(N)c1Cc(cc(OC)c2OC)cc2OC","-","-"
"[O-]C1=NC=CC=N1","-","-","2-Hydroxypyrimidine","-","Koerner","A5793","-","-","-","9.2","Log unit","[O-]c1ncccn1","n","25.0","?C","0","","-","13.5027","Log unit","[O-1]-c(ncc1)nc1","-","-"
"CC1=NC=NC=C1","-","-","4-METHYLPYRIMIDINE","-","Koerner","A5793","-","-","-","1.905","Log unit","n1cnc(C)cc1","1","25.0","?C","0","","-","2.4821","Log unit","n(cnc1C)cc1","-","-"
"CC1=CC([O-])=NC=N1","-","-","4-Hydroxy-6-methylpyrimidine","-","Koerner","A5793","-","-","-","9.1","Log unit","[O-]c1ncnc(c1)C","2","25.0","?C","0","","-","13.1821","Log unit","[O-1]-c(ncn1)cc1C","-","-"
"CCOC1=NC=CC=N1","-","-","2-ethoxypyrimidine","-","Koerner","A5793","-","-","-","1.27","Log unit","n1cccnc1OCC","2","25.0","?C","0","","-","0.9297","Log unit","n(ccc1)c(n1)OCC","-","-"
"COC1=CC(OC)=NC=N1","-","-","4,6-Dimethoxypyrimidine","-","Koerner","A5793","-","-","-","1.2","Log unit","n1cnc(OC)cc1OC","2","25.0","?C","0","","-","2.5616","Log unit","n(cnc1OC)c(OC)c1","-","-"
"COC1=NC=NC=C1","-","-","4-methoxypyrimidine","-","Koerner","A5793","-","-","-","2.5","Log unit","n1cnc(OC)cc1","2","25.0","?C","0","","-","3.0115","Log unit","n(cnc1OC)cc1","-","-"
"CSC1=NC(C)=CC(C)=N1","-","-","4,6-dimethyl-2-methylthiopyrimidine","-","Koerner","A5793","-","-","-","2.12","Log unit","n1c(SC)nc(cc1C)C","1","25.0","?C","3","","-","3.5994","Log unit","S(C)-c(nc(c1)C)nc1C","-","-"
"CC1=NC([O-])=NC=C1","-","-","2-hydroxy-4-methylpyrimidine","-","Koerner","A5793","-","-","-","9.9","Log unit","[O-]c1nccc(n1)C","n","25.0","?C","0","","-","13.6856","Log unit","[O-1]-c(ncc1)nc1C","-","-"
"CC1=CC(C)=NC([S-])=N1","-","-","2-Mercapto-4,6-dimethylpyrimidine","-","Koerner","A5793","-","-","-","8.2","Log unit","[S-]c1nc(cc(n1)C)C","n","25.0","?C","0","","-","9.3455","Log unit","[S-1]-c(nc(c1)C)nc1C","-","-"
"COC(=O)C1=NC=CC=N1","-","-","2-methoxycarbonylpyrimidine","-","Koerner","A5793","-","-","-","-0.68","Log unit","n1cccnc1C(=O)OC","2","25.0","?C","0","","-","-0.7478","Log unit","n(ccc1)c(n1)C(=O)OC","-","-"
"CCC1=C(N)N=C(N)N=C1N","-","-","2,4,6-triamino-5-ethylpyrimidine","-","Koerner","A5793","-","-","-","6.84","Log unit","n1c(nc(N)c(c1N)CC)N","7","25.0","?C","0","","-","6.9483","Log unit","n(c(nc1N)N)c(N)c1CC","-","-"
"CC1=CC(C)=NC([O-])=N1","-","-","2-Hydroxy-4,6-dimethylpyrimidine","-","Koerner","A5793","-","-","-","10.0","Log unit","[O-]c1nc(cc(n1)C)C","n","25.0","?C","0","","-","13.8677","Log unit","[O-1]-c(nc(c1)C)nc1C","-","-"
"[S-]C1=NC=CC=N1","-","-","2-Mercaptopyrimidine","-","Koerner","A5793","-","-","-","6.9","Log unit","[S-]c1ncccn1","n","25.0","?C","0","","-","8.8565","Log unit","[S-1]-c(ncc1)nc1","-","-"
"CC1=CC([O-])=NC(C)=N1","-","-","4-Hydroxy-2,6-dimethylpyrimidine","-","Koerner","A5793","-","-","-","9.82","Log unit","[O-]c1nc(nc(c1)C)C","2","25.0","?C","0","","-","13.4554","Log unit","[O-1]-c(nc(n1)C)cc1C","-","-"
"CSC1=NC=CC(C)=N1","-","-","4-methyl-2-methylthiopyrimidine","-","Koerner","A5793","-","-","-","1.86","Log unit","n1c(SC)nc(cc1)C","1","25.0","?C","3","","-","2.7671","Log unit","S(C)-c(ncc1)nc1C","-","-"
"NC1=NC=C(C(N)=N1)C1=CC=CC=C1","-","-","2,4-diamino-5-phenylpyrimidine","-","Koerner","A5793","-","-","-","6.9","Log unit","n1cc(c2ccccc2)c(nc1N)N","6","25.0","?C","6","","-","7.1618","Log unit","c(ccc1c(cnc2N)c(n2)N)cc1","-","-"
"CC1=NC(N)=NC(N)=C1C1=CC=CC=C1","-","-","2,4-diamino-6-methyl-5-phenylpyrimidine","-","Koerner","A5793","-","-","-","7.4","Log unit","n1c(c(c2ccccc2)c(nc1N)N)C","5","25.0","?C","11","","-","7.9411","Log unit","c(ccc1c(c(nc2N)N)c(n2)C)cc1","-","-"
"CC1=NC([S-])=NC=C1","-","-","2-mercapto-4-methylpyrimidine","-","Koerner","A5793","-","-","-","8.1","Log unit","[S-]c1nccc(n1)C","2","25.0","?C","0","","-","9.1308","Log unit","[S-1]-c(ncc1)nc1C","-","-"
"NC1=NC(N)=C(C(N)=N1)N(=O)=O","-","-","2,4,6-TRIAMINO-5-NITROPYRIMIDINE","-","Koerner","A5793","-","-","-","3.22","Log unit","n1c(nc(N)c(c1N)N(=O)=O)N","7","25.0","?C","0","","-","3.7142","Log unit","n(c(nc1N)N)c(N)c1N(=O)=O","-","-"
"COC1=CC(C)=NC(NN)=N1","-","-","2-hydrazino-4-methoxy-6-methylpyrimidine","-","Koerner","A5793","-","-","-","6.2","Log unit","n1c(nc(OC)cc1C)NN","5","25.0","?C","2","","-","7.2823","Log unit","n(c(nc1C)NN)c(OC)c1","-","-"
"COC1=NC(C)=CC([O-])=N1","-","-","4-hydroxy-2-methoxy-6-methylpyrimidine","-","Koerner","A5793","-","-","-","8.5","Log unit","[O-]c1nc(nc(c1)C)OC","n","25.0","?C","0","","-","12.8674","Log unit","[O-1]-c(nc(n1)OC)cc1C","-","-"
"COC1=CC=C(C=C1)C1=CN=C([O-])N=C1","-","-","2-hydroxy-5-p-methoxyphenylpyrimidine","-","Koerner","A5793","-","-","-","8.56","Log unit","[O-]c1ncc(c2ccc(OC)cc2)cn1","n","25.0","?C","0","","-","13.7182","Log unit","[O-1]-c(ncc1c(ccc2OC)cc2)nc1","-","-"
"CC1=CN=CN=C1[O-]","-","-","4-hydroxy-5-methylpyrimidine","-","Koerner","A5793","-","-","-","8.87","Log unit","[O-]c1ncncc1C","n","25.0","?C","0","","-","13.5173","Log unit","[O-1]-c(ncn1)c(c1)C","-","-"
"[O-]C1=NC=C(C=N1)C1=CC=C(C=C1)N(=O)=O","-","-","2-hydroxy-5-p-nitrophenylpyrimidine","-","Koerner","A5793","-","-","-","7.87","Log unit","[O-]c1ncc(cn1)c1ccc(N(=O)=O)cc1","n","25.0","?C","2","","-","13.0763","Log unit","n1c([O-1])ncc(c2ccc(N(=O)=O)cc2)c1","-","-"
"CC1=CC=C(C=C1)C1=CN=C([O-])N=C1","-","-","2-hydroxy-5-p-tolylpyrimidine","-","Koerner","A5793","-","-","-","8.44","Log unit","[O-]c1ncc(c2ccc(cc2)C)cn1","n","25.0","?C","8","","-","13.6997","Log unit","c(cc(c1)-c(cnc2[O-1])cn2)c(c1)C","-","-"
"CC1=NC([O-])=NC(C)=C1C","-","-","2-hydroxy-4,5,6-trimethylpyrimidine","-","Koerner","A5793","-","-","-","10.55","Log unit","[O-]c1nc(C)c(C)c(n1)C","n","25.0","?C","0","","-","14.3597","Log unit","[O-1]-c(nc(C)c1C)nc1C","-","-"
"NNC1=CC=CC2=C1C=CC=N2","-","-","5-hydrazinoquinoline","-","Koerner","A5793","-","-","-","5.36","Log unit","NNc1c2c(nccc2)ccc1","n","25.0","?C","11","","-","5.4417","Log unit","n(ccc1)c(ccc2)c1c2NN","-","-"
"NC1=NC(N)=C(C=N1)N(=O)=O","-","-","2,4-diamino-5-nitropyrimidine","-","Koerner","A5793","-","-","-","2.58","Log unit","n1cc(c(N)nc1N)N(=O)=O","6","25.0","?C","0","","-","3.5176","Log unit","n(cc(c1N)N(=O)=O)c(n1)N","-","-"
"NC1=CC(OC2=CC=CC=C2)=NC(N)=N1","-","-","2,4-diamino-6-phenoxypyrimidine","-","Koerner","A5793","-","-","-","4.8","Log unit","n1c(nc(Oc2ccccc2)cc1N)N","5","25.0","?C","8","","-","6.3963","Log unit","c(ccc1O-c(nc(n2)N)cc2N)cc1","-","-"
"NC1=CC(=NC(N)=N1)C1=CC=CC=C1","-","-","2,4-diamino-6-phenylpyrimidine","-","Koerner","A5793","-","-","-","6.7","Log unit","n1c(c2ccccc2)cc(nc1N)N","6","25.0","?C","5","","-","7.1016","Log unit","c(ccc1c(nc(n2)N)cc2N)cc1","-","-"
"NC1=NC(N)=C(C2=CC=CC=C2)C(=N1)C(F)(F)F","-","-","2,4-diamino-5-phenyl-6-trifluoromethylpyrimidine","-","Koerner","A5793","-","-","-","3.25","Log unit","n1c(c(c2ccccc2)c(nc1N)C(F)(F)F)N","5","25.0","?C","6","","-","4.4557","Log unit","c(ccc1c(c(nc2N)N)c(n2)C(F)(F)F)cc1","-","-"
"COC1=CC(=CC(OC)=C1OC)C1=C(N)N=C(N)N=C1","-","-","2,4-diamino-5-(3',4',5'-trimethoxyphenyl)pyrimidine","-","Koerner","A5793","-","-","-","6.7","Log unit","n1c(nc(N)c(c1)c1cc(OC)c(OC)c(c1)OC)N","5","25.0","?C","2","","-","7.1458","Log unit","n(c(nc1)N)c(N)c1c(cc(OC)c2OC)cc2OC","-","-"
"CC1=NC(NN)=C(C(NN)=N1)N(=O)=O","-","-","4,6-dihydrazino-2-methyl-5-nitropyrimidine","-","Koerner","A5793","-","-","-","4.1","Log unit","NNc1c(N(=O)=O)c(nc(n1)C)NN","10","25.0","?C","9","","-","4.345","Log unit","O=N(=O)-c(c(nc1C)NN)c(n1)NN","-","-"
"COC1=C(OC)N=C(C)N=C1","-","-","4,5-dimethoxy-2-methylpyrimidine","-","Koerner","A5793","-","-","-","4.11","Log unit","n1cc(OC)c(OC)nc1C","2","25.0","?C","0","","-","3.649","Log unit","n(cc(OC)c1OC)c(n1)C","-","-"
"CSC1=NC(C)=NC(C)=C1","-","-","2,4-dimethyl-6-methylthiopyrimidine","-","Koerner","A5793","-","-","-","4.0","Log unit","n1c(nc(SC)cc1C)C","1","25.0","?C","5","","-","3.7032","Log unit","S(C)-c(nc(n1)C)cc1C","-","-"
"CC1=CC(=NC(C)=N1)S([O-])(=O)=O","-","-","2,6-dimethyl-4-sulphopyrimidine","-","Koerner","A5793","-","-","-","1.62","Log unit","n1c(nc(S(=O)(=O)[O-])cc1C)C","1","25.0","?C","7","","-","2.4114","Log unit","S(=O)(=O)([O-1])-c(nc(n1)C)cc1C","-","-"
"CCOC(=O)C1=C(OCC)N=C(C)N=C1","-","-","4-ethoxy-5-ethoxycarbonyl-2-methylpyrimidine","-","Koerner","A5793","-","-","-","2.5","Log unit","n1cc(c(OCC)nc1C)C(=O)OCC","2","25.0","?C","0","","-","2.4641","Log unit","n(cc(c1OCC)C(=O)OCC)c(n1)C","-","-"
"CCOC1=NC=C(C)C=N1","-","-","2-ethoxy-5-methylpyrimidine","-","Koerner","A5793","-","-","-","1.75","Log unit","n1cc(cnc1OCC)C","2","25.0","?C","0","","-","0.7922","Log unit","n(cc(c1)C)c(n1)OCC","-","-"
"CCSC1=NC=CC=N1","-","-","2-ethylthiopyrimidine","-","Koerner","A5793","-","-","-","0.7","Log unit","n1c(SCC)nccc1","2","25.0","?C","4","","-","1.8038","Log unit","S(CC)-c(ncc1)nc1","-","-"
"CCSC1=NC=NC=C1","-","-","4-ethylthiopyrimidine","-","Koerner","A5793","-","-","-","2.6","Log unit","n1cnc(SCC)cc1","1","25.0","?C","6","","-","1.8415","Log unit","S(CC)-c(ncn1)cc1","-","-"
"[O-]c1nccc[n+]1","-","-","2-Hydroxypyrimidine","-","Koerner","A5793","-","-","-","2.15","Log unit","[O-]c1[n+]cccn1","n","25.0","?C","0","","-","4.5668","Log unit","[O-1]-c([n+1]cc1)nc1","-","-"
"COC1=CN=CN=C1[O-]","-","-","4-hydroxy-5-methoxypyrimdine","-","Koerner","A5793","-","-","-","8.64","Log unit","[O-]c1ncncc1OC","2","25.0","?C","0","","-","13.162","Log unit","[O-1]-c(ncn1)c(OC)c1","-","-"
"Cc1cc[n+]c([O-])n1","-","-","2-hydroxy-4-methylpyrimidine","-","Koerner","A5793","-","-","-","3.06","Log unit","[O-]c1[n+]ccc(n1)C","n","25.0","?C","0","","-","4.8139","Log unit","[O-1]-c([n+1]cc1)nc1C","-","-"
"COC1=C(C(NN)=NC=N1)N(=O)=O","-","-","4-hydrazino-6-methoxy-5-nitropyrimidine","-","Koerner","A5793","-","-","-","2.72","Log unit","NNc1c(N(=O)=O)c(ncn1)OC","5","25.0","?C","12","","-","3.7335","Log unit","O=N(=O)-c(c(nc1)OC)c(n1)NN","-","-"
"NNC1=NC=NC=C1N(=O)=O","-","-","4-hydrazino-5-nitropyrimidine","-","Koerner","A5793","-","-","-","2.58","Log unit","NNc1ncncc1N(=O)=O","6","25.0","?C","5","","-","2.8911","Log unit","n(cnc1NN)cc1N(=O)=O","-","-"
"Cc1cc(C)[n+]c([O-])n1","-","-","2-Hydroxy-4,6-dimethylpyrimidine","-","Koerner","A5793","-","-","-","3.7","Log unit","[O-]c1[n+]c(cc(n1)C)C","n","25.0","?C","0","","-","5.1499","Log unit","[O-1]-c([n+1]c(c1)C)nc1C","-","-"
"CC(C)C1=C([O-])N=CN=C1[S-]","-","-","4-hydroxy-5-isopropyl-6-mercaptopyrimidine","-","Koerner","A5793","-","-","-","12.3","Log unit","[O-]c1c(c([S-])ncn1)C(C)C","2","25.0","?C","7","","-","13.9697","Log unit","[S-1]-c(ncn1)c(c1[O-1])C(C)C","-","-"
"CC(C)c1c([O-])nc[n+]c1[S-]","-","-","4-hydroxy-5-isopropyl-6-mercaptopyrimidine","-","Koerner","A5793","-","-","-","5.1","Log unit","[S-]c1[n+]cnc(c1C(C)C)[O-]","n","25.0","?C","0","","-","6.0206","Log unit","[S-1]-c([n+1]cn1)c(c1[O-1])C(C)C","-","-"
"Oc1cc[n+]c([S-])[n+]1","-","-","4-Hydroxy-2-mercaptopyrimidine","-","Koerner","A5793","-","-","-","-4.14","Log unit","Oc1[n+]c([S-])[n+]cc1","oh","25.0","?C","7","","-","0.0418","Log unit","[S-1]-c([n+1]cc1)[n+1]c1O","-","-"
"Oc1cc[n+]c(S)[n+]1","-","-","4-Hydroxy-2-mercaptopyrimidine","-","Koerner","A5793","-","-","-","-6.64","Log unit","Oc1[n+]c(S)[n+]cc1","sh","25.0","?C","7","","-","-9.6522","Log unit","S-c([n+1]cc1)[n+1]c1O","-","-"
"CC1=C([O-])N=CN=C1[S-]","-","-","4-hydroxy-6-mercapto-5-methylpyrimidine","-","Koerner","A5793","-","-","-","11.75","Log unit","[O-]c1c(c([S-])ncn1)C","2","25.0","?C","8","","-","13.8382","Log unit","[S-1]-c(ncn1)c(C)c1[O-1]","-","-"
"Cc1c([O-])nc[n+]c1[S-]","-","-","4-hydroxy-6-mercapto-5-methylpyrimidine","-","Koerner","A5793","-","-","-","4.97","Log unit","[S-]c1[n+]cnc(c1C)[O-]","n","25.0","?C","0","","-","5.6217","Log unit","[S-1]-c([n+1]cn1)c(C)c1[O-1]","-","-"
"CCCc1cc([O-])[n+]c(S)[n+]1","-","-","4-hydroxy-2-mercapto-6-n-propylpyrimidine","-","Koerner","A5793","-","-","-","-6.54","Log unit","[O-]c1[n+]c(S)[n+]c(c1)CCC","sh","25.0","?C","4","","-","-9.6467","Log unit","S-c([n+1]c([O-1])c1)[n+1]c1CCC","-","-"
"CCCc1cc(O)[n+]c([S-])[n+]1","-","-","4-hydroxy-2-mercapto-6-n-propylpyrimidine","-","Koerner","A5793","-","-","-","-4.22","Log unit","Oc1[n+]c([S-])[n+]c(c1)CCC","oh","25.0","?C","4","","-","0.3613","Log unit","[S-1]-c([n+1]c(O)c1)[n+1]c1CCC","-","-"
"COC1=CC=C(C=C1)c1cnc([O-])[n+]c1","-","-","2-hydroxy-5-p-methoxyphenylpyrimidine","-","Koerner","A5793","-","-","-","2.21","Log unit","[O-]c1[n+]cc(c2ccc(OC)cc2)cn1","n","25.0","?C","0","","-","5.0596","Log unit","[O-1]-c([n+1]cc1c(ccc2OC)cc2)nc1","-","-"
"Cc1c[n+]cnc1[O-]","-","-","4-hydroxy-5-methylpyrimidine","-","Koerner","A5793","-","-","-","2.59","Log unit","[O-]c1nc[n+]cc1C","n","25.0","?C","0","","-","9.917","Log unit","[O-1]-c(nc[n+1]1)c(c1)C","-","-"
"CSC1=NC=NC([O-])=C1C","-","-","4-hydroxy-5-methyl-6-methylthiopyrimidine","-","Koerner","A5793","-","-","-","9.17","Log unit","[O-]c1c(c(SC)ncn1)C","1","25.0","?C","8","","-","13.1871","Log unit","S(C)-c(ncn1)c(c1[O-1])C","-","-"
"CSC1=NC=NC([O-])=C1","-","-","4-hydroxy-6-methylthiopyrimidine","-","Koerner","A5793","-","-","-","8.47","Log unit","[O-]c1cc(SC)ncn1","1","25.0","?C","8","","-","12.6266","Log unit","S(C)-c(ncn1)cc1[O-1]","-","-"
"[O-]c1ncc(c[n+]1)C1=CC=C(C=C1)N(=O)=O","-","-","2-hydroxy-5-p-nitrophenylpyrimidine","-","Koerner","A5793","-","-","-","1.72","Log unit","[O-]c1ncc(c[n+]1)c1ccc(N(=O)=O)cc1","n","25.0","?C","2","","-","4.4139","Log unit","n1c([O-1])[n+1]cc(c2ccc(N(=O)=O)cc2)c1","-","-"
"CC1=CC=C(C=C1)c1cnc([O-])[n+]c1","-","-","2-hydroxy-5-p-tolylpyrimidine","-","Koerner","A5793","-","-","-","2.26","Log unit","[O-]c1[n+]cc(c2ccc(cc2)C)cn1","n","25.0","?C","8","","-","5.0409","Log unit","c(cc(c1)-c(c[n+1]c2[O-1])cn2)c(c1)C","-","-"
"Cc1nc([O-])[n+]c(C)c1C","-","-","2-hydroxy-4,5,6-trimethylpyrimidine","-","Koerner","A5793","-","-","-","4.51","Log unit","[O-]c1[n+]c(C)c(C)c(n1)C","n","25.0","?C","0","","-","5.7714","Log unit","[O-1]-c([n+1]c(C)c1C)nc1C","-","-"
"CC(C)(C)OC1=NC=CC=N1","-","-","2-isobutoxypyrimidine","-","Koerner","A5793","-","-","-","1.07","Log unit","N1CCCNC1OC(C)(C)C","2","25.0","?C","0","","-","0.8615","Log unit","n(ccc1)-c(n1)OC(C)(C)C","-","-"
"CC(C)OC1=NC=CC=N1","-","-","2-isopropoxypyrimidine","-","Koerner","A5793","-","-","-","1.38","Log unit","N1CCCNC1OC(C)C","2","25.0","?C","0","","-","0.8956","Log unit","n(ccc1)-c(n1)OC(C)C","-","-"
"CC(C)OC1=CC=NC(C)=N1","-","-","4-isopropoxy-2-methylpyrimidine","-","Koerner","A5793","-","-","-","4.46","Log unit","n1ccc(OC(C)C)nc1C","2","25.0","?C","0","","-","4.0156","Log unit","n(ccc1OC(C)C)c(n1)C","-","-"
"CC(C)SC1=NC=CC=N1","-","-","2-isopropylthiopyrimidine","-","Koerner","A5793","-","-","-","0.81","Log unit","n1c(SC(C)C)nccc1","2","25.0","?C","5","","-","1.7636","Log unit","S(C(C)C)-c(ncc1)nc1","-","-"
"Sc1[n+]ccc[n+]1","-","-","2-Mercaptopyrimidine","-","Koerner","A5793","-","-","-","-8.3","Log unit","c1[n+]c(S)[n+]cc1","sh","25.0","?C","3","","-","4.977","Log unit","S-c([n+1]cc1)[n+1]c1","-","-"
"[S-]c1nccc[n+]1","-","-","2-Mercaptopyrimidine","-","Koerner","A5793","-","-","-","1.325","Log unit","[S-]c1[n+]cccn1","n","25.0","?C","0","","-","7.1605","Log unit","[S-1]-c([n+1]cc1)nc1","-","-"
"[S-]C1=NC=NC=C1","-","-","4-mercaptopyrimidine","-","Koerner","A5793","-","-","-","6.94","Log unit","[S-]c1ncncc1","2","25.0","?C","0","","-","6.9773","Log unit","[S-1]-c(ncn1)cc1","-","-"
"[S-]c1ccnc[n+]1","-","-","4-mercaptopyrimidine","-","Koerner","A5793","-","-","-","-0.75","Log unit","n1c[n+]c([S-])cc1","n","25.0","?C","4","","-","-6.3997","Log unit","[S-1]-c([n+1]cn1)cc1","-","-"
"Cc1cc(C)[n+]c([S-])n1","-","-","2-Mercapto-4,6-dimethylpyrimidine","-","Koerner","A5793","-","-","-","2.8","Log unit","[S-]c1[n+]c(cc(n1)C)C","n","25.0","?C","0","","-","7.8236","Log unit","[S-1]-c([n+1]c(c1)C)nc1C","-","-"
"Cc1cc[n+]c([S-])n1","-","-","2-mercapto-4-methylpyrimidine","-","Koerner","A5793","-","-","-","2.1","Log unit","[S-]c1[n+]ccc(n1)C","n","25.0","?C","0","","-","7.5104","Log unit","[S-1]-c([n+1]cc1)nc1C","-","-"
"CC1=CC([S-])=NC(C)=N1","-","-","4-mercapto-2,6-dimethylpyrimidine","-","Koerner","A5793","-","-","-","8.2","Log unit","[S-]c1nc(nc(c1)C)C","2","25.0","?C","0","","-","7.5033","Log unit","[S-1]-c(nc(n1)C)cc1C","-","-"
"COc1cc(S)[n+]cn1","-","-","4-mercapto-6-methoxypyrimidine","-","Koerner","A5793","-","-","-","-1.98","Log unit","O(c1cc(S)[n+]cn1)C","sh","25.0","?C","7","","-","-5.1042","Log unit","S-c([n+1]cn1)cc1OC","-","-"
"COC1=CC([S-])=NC=N1","-","-","4-mercapto-6-methoxypyrimidine","-","Koerner","A5793","-","-","-","7.51","Log unit","[S-]c1ncnc(c1)OC","2","25.0","?C","0","","-","6.9423","Log unit","[S-1]-c(ncn1)cc1OC","-","-"
"COc1nc[n+]c(S)c1C","-","-","4-mercapto-6-methoxy-5-methylpyrimidine","-","Koerner","A5793","-","-","-","-1.59","Log unit","O(c1c(c(S)[n+]cn1)C)C","sh","25.0","?C","8","","-","-5.0962","Log unit","S-c([n+1]cn1)c(C)c1OC","-","-"
"COC1=C(C)C([S-])=NC=N1","-","-","4-mercapto-6-methoxy-5-methylpyrimidine","-","Koerner","A5793","-","-","-","7.9","Log unit","[S-]c1ncnc(c1C)OC","2","25.0","?C","0","","-","7.2179","Log unit","[S-1]-c(ncn1)c(C)c1OC","-","-"
