"SMILES","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","CASRN"
"COC(=O)C1=C(O)C=C(O)C=C1","-","-","2,4-dihydroxybenzoate-methyl","-","A5793","-","-","-","8.02","Log unit","8.02","Log unit","25.0","?C","Oc1cc(c(C(=O)OC)cc1)O","8.579","Log unit","2","c1(C(=O)OC)c(O)cc(O)cc1","9","","","-"
"COC(=O)C1=C(O)C=CC(O)=C1","-","-","2,5-dihydroxybenzoate-methyl","-","A5793","-","-","-","9.63","Log unit","9.63","Log unit","25.0","?C","Oc1ccc(c(C(=O)OC)c1)O","9.5592","Log unit","2","c1(C(=O)OC)c(O)ccc(O)c1","10","","","-"
"COC(=O)C1=C(O)C=CC=C1O","-","-","2,6-dihydroxybenzoate-methyl","-","A5793","-","-","-","9.26","Log unit","9.26","Log unit","25.0","?C","Oc1c(C(=O)OC)c(ccc1)O","9.5606","Log unit","2","c1(C(=O)OC)c(O)cccc1(O)","6","","","-"
"COC(=O)C1=CC(O)=C(O)C=C1","-","-","3,4-dihydroxybenzoate-methyl","-","A5793","-","-","-","8.18","Log unit","8.18","Log unit","25.0","?C","Oc1c(cc(C(=O)OC)cc1)O","8.5635","Log unit","1","COC(=O)c1cc(O)c(O)cc1","9","","","-"
"CCOC(=O)C1=CC(O)=C(O)C=C1","-","-","3,4-dihydroxybenzoate-methyl","-","A5793","-","-","-","8.08","Log unit","8.08","Log unit","25.0","?C","Oc1c(cc(C(=O)OCC)cc1)O","8.5611","Log unit","2","CCOC(=O)c1cc(O)c(O)cc1","10","","","-"
"OC1=C(N=O)C(O)=C(N=O)C2=C1C=CC=C2","-","-","2-nitroso-1-napthol","-","A5793","-","-","-","4.5","Log unit","4.5","Log unit","25.0","?C","Oc1c(c(O)c2ccccc2c1N=O)N=O","5.8158","Log unit","2","c1(O)c(N=O)c(O)c(N=O)c2ccccc12","6","","","-"
"OC1=CC2=C(C=C1O)C=C(C=C2)S([O-])(=O)=O","-","-","6,7-Dihydroxy-2-naphthalenesulfonic acid","-","A5793","-","-","-","8.1","Log unit","8.1","Log unit","25.0","?C","Oc1c(cc2ccc(cc2c1)S(=O)(=O)[O-])O","9.0937","Log unit","1","c1c(S(=O)(=O)[O-1])ccc2cc(O)c(O)cc12","13","","","-"
"OC1=CC2=C(C=CC(=C2)S([O-])(=O)=O)C=C1[O-]","-","-","6,7-Dihydroxy-2-naphthalenesulfonic acid","-","A5793","-","-","-","11.85","Log unit","11.85","Log unit","25.0","?C","[O-]c1cc2ccc(cc2cc1O)S(=O)(=O)[O-]","12.5227","Log unit","oh","c1c(S(=O)(=O)[O-1])ccc2cc([O-1])c(O)cc12","11","","","-"
"OC(=O)C1=CC=CC=C1N=NC1=CC=C(O)C=C1","-","-","2-carboxy-4'-hydroxyazobenzene","-","A5793","-","-","-","-1.26","Log unit","-1.26","Log unit","25.0","?C","N(=Nc1ccccc1C(=O)O)c1ccc(O)cc1","0.2516","Log unit","4","O-c(ccc1N=Nc(ccc2)c(c2)C(=O)O)cc1","5","","","-"
"OC(=O)C1=CC=C(C=C1)N=NC1=CC=C(O)C=C1","-","-","4-carboxy-4'-hydroxy-azobenzene","-","A5793","-","-","-","-1.64","Log unit","-1.64","Log unit","25.0","?C","N(=Nc1ccc(C(=O)O)cc1)c1ccc(O)cc1","0.4747","Log unit","4","O-c(ccc1N=N-c(ccc2C(=O)O)cc2)cc1","5","","","-"
"OC1=CC=C(C=C1)N=NC1=CC=CC=C1","-","-","4-hydroxy-azobenzene","-","A5793","-","-","-","-0.93","Log unit","-0.93","Log unit","25.0","?C","N(=Nc1ccccc1)c1ccc(O)cc1","0.7229","Log unit","2","c1ccccc1N=Nc1ccc(O)cc1","7","","","-"
"CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O","-","-","tetracycline","-","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","OC1=C(C(=O)C2(C(C1N(C)C)CC1C(c3c(c(O)ccc3)C(=O)C1=C2O)(O)C)O)C(=O)N","3.3084","Log unit","3","O-c(ccc1)c(c1C(O)(C)C2CC3C(N(C)C)C=4O)C(=O)C2=C(O)C3(C(=O)C4C(=O)N)O","18","","","-"
"CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)C1=C(C=CC=C1O)C3(C)O","-","-","tetracycline","-","A5793","-","-","-","7.7","Log unit","7.7","Log unit","25.0","?C","N(C1C2CC3C(c4c(c(O)ccc4)C(=O)C3=C(O)C2(C(=O)C(=C1[O-])C(=O)N)O)(O)C)(C)C","8.2438","Log unit","3","O-c(ccc1)c(c1C(O)(C)C2CC3C(N(C)C)C=4[O-1])C(=O)C2=C(O)C3(C(=O)C4C(=O)N)O","14","","","-"
"CN(C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O","-","-","Hydroxytetracycline","-","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","OC1=C(C(=O)C2(C(C1N(C)C)C(C1C(c3c(c(O)ccc3)C(=O)C1=C2O)(O)C)O)O)C(=O)N","3.2196","Log unit","4","O-c(ccc1)c(c1C(O)(C)C2C(O)C3C(N(C)C)C=4O)C(=O)C2=C(O)C3(C(=O)C4C(=O)N)O","19","","","-"
"CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C(Cl)=CC=C1O)C3(C)O","-","-","Chlorotetracycline","-","A5793","-","-","-","3.27","Log unit","3.27","Log unit","25.0","?C","OC1=C(C(=O)C2(C(C1N(C)C)CC1C(c3c(Cl)ccc(O)c3C(=O)C1=C2O)(O)C)O)C(=O)N","3.0478","Log unit","5","Cl-c(ccc1O)c(c1C(=O)C2=C(O)C3(C(=O)C=4C(=O)N)O)C(O)(C)C2CC3C(N(C)C)C4O","32","","","-"
"CN(C)C1C2CC3C(=C([O-])C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)C1=C(C(Cl)=CC=C1O)C3(C)O","-","-","Chlorotetracycline","-","A5793","-","-","-","9.27","Log unit","9.27","Log unit","25.0","?C","Oc1ccc(Cl)c2c1C(=O)C1=C([O-])C3(C(=O)C(=C(C(C3CC1C2(O)C)N(C)C)[O-])C(=O)N)O","9.5956","Log unit","6","Cl-c(ccc1O)c(c1C(=O)C2=C([O-1])C3(C(=O)C=4C(=O)N)O)C(O)(C)C2CC3C(N(C)C)C4[O-1]","5","","","-"
"OCC1OC(=O)C(O)=C(O)C1O","-","-","glucoascorbic acid","-","A5793","-","-","-","4.15","Log unit","4.15","Log unit","25.0","?C","OC1=C(C(=O)OC(C1O)CO)O","4.5804","Log unit","4","O=C(OC(C1O)CO)C(O)=C1O","11","","","-"
"OCC(O)C1OC(=O)C(O)=C1[O-]","-","-","Ascorbic acid","-","A5793","-","-","-","12.2","Log unit","12.2","Log unit","25.0","?C","OC1=C(C(OC1=O)C(O)CO)[O-]","11.1977","Log unit","3","O=C(OC1C(O)CO)C(O)=C1[O-1]","9","","","-"
"OCC(O)C(O)C(O)C(O)C=O","-","-","glucose","-","A5793","-","-","-","12.43","Log unit","12.43","Log unit","25.0","?C","OC(C=O)C(O)C(O)C(O)CO","12.0267","Log unit","1","O=CC(O)C(O)C(O)C(O)CO","3","","","-"
"OCC(O)C(O)C(O)C(=O)CO","-","-","sorbose","-","A5793","-","-","-","13.855","Log unit","13.855","Log unit","25.0","?C","OC(C(C(=O)CO)O)C(O)CO","13.6028","Log unit","5","O=C(CO)C(O)C(O)C(O)CO","7","","","-"
"OC1=C(C(=O)C([O-])=C(C1=O)N(=O)=O)N(=O)=O","-","-","2,5-dihydroxy-3,6-dinitrobenzoquinone","-","A5793","-","-","-","-0.8","Log unit","-0.8","Log unit","25.0","?C","[O-]C1=C(C(=O)C(=C(N(=O)=O)C1=O)O)N(=O)=O","2.6947","Log unit","oh","O=C(C(O)=C(N(=O)=O)C1=O)C(N(=O)=O)=C1[O-1]","15","","","-"
"OC1=C(O)C2=C(C=C1)C(=O)C1=CC=CC=C1C2=O","-","-","1,2-Dihydroxyanthraquinone","-","A5793","-","-","-","7.45","Log unit","7.45","Log unit","25.0","?C","Oc1c(O)c2C(=O)c3ccccc3C(=O)c2cc1","7.5488","Log unit","1","c1(O)c(O)ccc2C(=O)c3ccccc3C(=O)c12","3","","","-"
"[NH2+]C(S)S","-","-","aminomethanedithioic acid","-","A5793","-","-","-","2.95","Log unit","2.95","Log unit","25.0","?C","SC(S)[NH2+]","8.3395","Log unit","sh","SC(S)[N+1]","0","","","-"
"SCC(S)CC=O","-","-","2,3-Dimercapto-1-propanol","-","A5793","-","-","-","8.7","Log unit","8.7","Log unit","25.0","?C","SC(CC=O)CS","9.6901","Log unit","1","C(C=O)C(S)CS","4","","","-"
"[O-]S(=O)(=O)CC(S)CS","-","-","2,3-dimercapto-1-propansulfonic acid","-","A5793","-","-","-","8.9","Log unit","8.9","Log unit","25.0","?C","SC(CS(=O)(=O)[O-])CS","9.6783","Log unit","1","O=S(=O)([O-1])CC(S)CS","6","","","-"
"[NH2+]S(O)(=O)=O","-","-","Sulphamic acid","-","A5793","-","-","-","1.0","Log unit","1.0","Log unit","25.0","?C","OS(=O)(=O)[NH2+]","-2.5547","Log unit","so3h","[N+1]S(=O)(=O)O","4","","","-"
"OP(O)(=O)CP(O)(O)=O","-","-","Methylenediphosphonic acid","-","A5793","-","-","-","2.0","Log unit","2.0","Log unit","25.0","?C","OP(=O)(CP(=O)(O)O)O","2.0236","Log unit","po2h","P(=O)(O)(O)CP(=O)(O)O","7","","","-"
"OP(O)(=O)CP(O)([O-])=O","-","-","Methylenediphosphonic acid","-","A5793","-","-","-","2.3","Log unit","2.3","Log unit","25.0","?C","OP(=O)(CP(=O)([O-])O)O","2.0236","Log unit","2","P(=O)([O-1])(O)CP(=O)(O)O","7","","","-"
"OP([O-])(=O)CP(O)([O-])=O","-","-","Methylenediphosphonic acid","-","A5793","-","-","-","7.4","Log unit","7.4","Log unit","25.0","?C","OP(=O)(CP(=O)([O-])O)[O-]","7.9169","Log unit","po2h","P(=O)([O-1])(O)CP(=O)(O)[O-1]","7","","","-"
"[NH2+]CP(O)(O)=O","-","-","AMINOMETHYLPHOSPHONIC ACID","-","A5793","-","-","-","1.85","Log unit","1.85","Log unit","25.0","?C","OP(=O)(O)C[NH2+]","1.4411","Log unit","po2h","P(=O)(O)(O)C[N+1]","2","","","-"
"[NH2+]CP(O)([O-])=O","-","-","AMINOMETHYLPHOSPHONIC ACID","-","A5793","-","-","-","5.35","Log unit","5.35","Log unit","25.0","?C","OP(=O)([O-])C[NH2+]","7.9815","Log unit","po2h","P(=O)(O)([O-1])C[N+1]","2","","","-"
"[NH2+]CCP(O)(O)=O","-","-","2-aminoethylphosphonic acid","-","A5793","-","-","-","2.45","Log unit","2.45","Log unit","25.0","?C","OP(=O)(O)CC[NH2+]","1.78","Log unit","po2h","P(=O)(O)(O)CC[N+1]","2","","","-"
"[NH2+]CCP(O)([O-])=O","-","-","2-aminoethylphosphonic acid","-","A5793","-","-","-","7.0","Log unit","7.0","Log unit","25.0","?C","OP(=O)([O-])CC[NH2+]","8.2675","Log unit","po2h","P(=O)([O-1])(O)CC[N+1]","3","","","-"
"[NH2+]CCCCP(O)(O)=O","-","-","4-amino-n-butylphosphonic acid","-","A5793","-","-","-","2.55","Log unit","2.55","Log unit","25.0","?C","OP(=O)(O)CCCC[NH2+]","1.8105","Log unit","po2h","P(=O)(O)(O)CCCC[N+1]","2","","","-"
"[NH2+]CCCCP(O)([O-])=O","-","-","4-amino-n-butylphosphonic acid","-","A5793","-","-","-","7.55","Log unit","7.55","Log unit","25.0","?C","OP(=O)([O-])CCCC[NH2+]","8.2925","Log unit","po2h","P(=O)(O)([O-1])CCCC[N+1]","2","","","-"
"[NH2+]CCCCCP(O)(O)=O","-","-","5-amino-n-pentylphosphonic acid","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","OP(=O)(O)CCCCC[NH2+]","1.8106","Log unit","po2h","P(=O)(O)(O)CCCCC[N+1]","2","","","-"
"[NH2+]CCCCCP(O)([O-])=O","-","-","5-amino-n-pentylphosphonic acid","-","A5793","-","-","-","7.6","Log unit","7.6","Log unit","25.0","?C","OP(=O)([O-])CCCCC[NH2+]","8.2925","Log unit","po2h","P(=O)(O)([O-1])CCCCC[N+1]","2","","","-"
"OC1=CC=C(CS)C=C1","-","-","4-METHIOPHENOL","-","A5912","-","-","-","9.53","Log unit","9.53","Log unit","25.0","?C","Oc1ccc(CS)cc1","","-","phenol","","","8","{phenol=[8]}","1073-72-9"
"OC1=CC2=C(CCC2)C=C1","-","-","5-INDANOL","-","A5912","-","-","-","10.32","Log unit","10.32","Log unit","25.0","?C","Oc1cc2c(cc1)CCC2","","-","phenol","","","0","{phenol=[0]}","1470-94-6"
"CC1=C(C=C(O)C=C1)[N+]([O-])=O","-","-","3-NITRO-4-CRESOL","-","A5912","-","-","-","8.62","Log unit","8.62","Log unit","25.0","?C","Oc1ccc(c([N+](=O)[O-])c1)C","","-","phenol","","","9","{phenol=[9]}","2042-14-0"
"CCC(CC(O)=O)C(O)=O","-","-","ethylpyrotartaric acid","-","A5793","-","-","-","4.38","Log unit","4.38","Log unit","25.0","?C","OC(=O)C(CC(=O)O)CC","4.1436","Log unit","co2h","O=C(O)CC(C(=O)O)CC","7","","","-"
"CCC(CC)(CC(O)=O)C(O)=O","-","-","alpha,alpha-diethylprotartaric acid","-","A5793","-","-","-","4.14","Log unit","4.14","Log unit","25.0","?C","OC(=O)C(CC(=O)O)(CC)CC","4.33","Log unit","co2h","O=C(O)CC(C(=O)O)(CC)CC","7","","","-"
"CCC(C(O)=O)C(CC)(CC)C(O)=O","-","-","triethylprotartaric acid","-","A5793","-","-","-","4.0","Log unit","4.0","Log unit","25.0","?C","OC(=O)C(C(C(=O)O)CC)(CC)CC","4.4885","Log unit","co2h","O=C(O)C(CC)C(C(=O)O)(CC)CC","9","","","-"
"CC(CC(O)=O)CC(O)=O","-","-","beta-Methylglutaric acid","-","A5793","-","-","-","4.65","Log unit","4.65","Log unit","25.0","?C","OC(=O)CC(CC(=O)O)C","4.6943","Log unit","co2h","O=C(O)CC(C)CC(=O)O","9","","","-"
"CCC(CC(O)=O)CC(O)=O","-","-","beta-ethylglutaric acid","-","A5793","-","-","-","4.585","Log unit","4.585","Log unit","25.0","?C","OC(=O)CC(CC(=O)O)CC","4.8065","Log unit","co2h","O=C(O)CC(CC)CC(=O)O","10","","","-"
"CCCC(CC(O)=O)CC(O)=O","-","-","beta-n-propylglutaric acid","-","A5793","-","-","-","4.61","Log unit","4.61","Log unit","25.0","?C","OC(=O)CC(CC(=O)O)CCC","4.8991","Log unit","1","O=C(O)CC(CCC)CC(=O)O","11","","","-"
"CC(C)C(CC(O)=O)CC(O)=O","-","-","beta-Isopropylglutaric acid","-","A5793","-","-","-","4.615","Log unit","4.615","Log unit","25.0","?C","OC(=O)CC(CC(=O)O)C(C)C","4.8989","Log unit","2","O=C(O)CC(C(C)C)CC(=O)O","11","","","-"
"OC(=O)CC=CC(O)=O","-","-","Glutaconic acid","-","A5793","-","-","-","4.1","Log unit","4.1","Log unit","25.0","?C","OC(=O)CC=CC(=O)O","3.692","Log unit","co2h","O=C(O)C=CCC(=O)O","8","","","-"
"OC(=O)C1CCC(C1)C(O)=O","-","-","trans-cyclopentane-1,3-dicarboxylic acid","-","A5793","-","-","-","4.66","Log unit","4.66","Log unit","25.0","?C","OC(=O)C1CC(C(=O)O)CC1","4.542","Log unit","co2h","O=C(O)C(CC1)CC1C(=O)O","10","","","-"
"OC(=O)CC1CCCC1C(O)=O","-","-","trans-cyclopentane-1-carboxylic acid-2-acetic acid","-","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","OC(=O)CC1C(C(=O)O)CCC1","4.6749","Log unit","co2h","O=C(O)C(CC1)C(C1)CC(=O)O","11","","","-"
"OC(=O)CC1CCCC1CC(O)=O","-","-","trans-cyclopentyl-1,2-diacetic acid","-","A5793","-","-","-","4.73","Log unit","4.73","Log unit","25.0","?C","OC(=O)CC1C(CC(=O)O)CCC1","4.792","Log unit","1","O=C(O)CC(CC1)C(C1)CC(=O)O","12","","","-"
"OC(=O)C1CCCC(C1)C(O)=O","-","-","trans-cyclohexane-1,3-dicarboxylic acid","-","A5793","-","-","-","4.61","Log unit","4.61","Log unit","25.0","?C","OC(=O)C1CC(C(=O)O)CCC1","4.6538","Log unit","co2h","O=C(O)C(CCC1)CC1C(=O)O","11","","","-"
"OC(=O)C1CCCC=C1C([O-])=O","-","-","1-cyclohexene-1,6-dicarboxylic acid","-","A5793","-","-","-","5.31","Log unit","5.31","Log unit","25.0","?C","[O-]C(=O)C1=CCCCC1C(=O)O","4.6295","Log unit","1","C1(C(=O)[O-1])=CCCCC1C(=O)O","3","","","-"
"OC(=O)CC1CCCCC1CC(O)=O","-","-","trans-cyclohexyl-1,2-diacetic acid","-","A5793","-","-","-","4.68","Log unit","4.68","Log unit","25.0","?C","OC(=O)CC1C(CC(=O)O)CCCC1","4.8717","Log unit","1","O=C(O)CC(CCC1)C(C1)CC(=O)O","13","","","-"
"OC(=O)C1CCCCC1C1CCCCC1C(O)=O","-","-","perhydrodiphenic acid","-","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","OC(=O)C1C(C2C(C(=O)O)CCCC2)CCCC1","4.9193","Log unit","1","O=C(O)C(CCC1)C(C1)C(CCC2)C(C2)C(=O)O","17","","","-"
"CC1(C)C(CCC1C(O)=O)C(O)=O","-","-","cyclobutan-1,3-dicarboxlic acid-2,2-dimethyl","-","A5793","-","-","-","4.88","Log unit","4.88","Log unit","25.0","?C","OC(=O)C1C(C(C(=O)O)CC1)(C)C","4.74","Log unit","co2h","C1(C(=O)O)C(C)(C)C(C(=O)O)CC1","10","","","-"
"CC1(C)C(CCC1(C)C(O)=O)C(O)=O","-","-","cyclopentan-1,3-dicarboxlic acid-1,2,2-trimethyl","-","A5793","-","-","-","5.01","Log unit","5.01","Log unit","25.0","?C","OC(=O)C1C(C(C(=O)O)(C)CC1)(C)C","4.7979","Log unit","co2h","C1(C(=O)O)(C)C(C)(C)C(C(=O)O)CC1","11","","","-"
"CC1(C)C(CCC1(C)C(O)=O)C([O-])=O","-","-","cyclopentan-1,3-dicarboxlic acid-1,2,2-trimethyl","-","A5793","-","-","-","5.53","Log unit","5.53","Log unit","25.0","?C","[O-]C(=O)C1C(C(C(=O)O)(C)CC1)(C)C","4.7979","Log unit","co2h","C1(C(=O)O)(C)C(C)(C)C(C(=O)[O-1])CC1","11","","","-"
"OC(=O)CC1C2CC(C3C4CCC(C4)C23)C1C(O)=O","-","-","alpha-trans-C15H20O4-dicarboxylic acid","-","A5793","-","-","-","4.55","Log unit","4.55","Log unit","25.0","?C","OC(=O)CC1C2C3C4CC(CC4)C3C(C2)C1C(=O)O","4.7439","Log unit","co2h","C(C(C1)C2C(C3)C4C(=O)O)C(C1)C2C3C4CC(=O)O","18","","","-"
"OC(=O)C1CCCC(C1C(O)=O)C(O)=O","-","-","1,2,3-cyclohexane-tricarboxylic acid","-","A5793","-","-","-","4.36","Log unit","4.36","Log unit","25.0","?C","OC(=O)C1C(C(=O)O)CCCC1C(=O)O","4.19","Log unit","1","O=C(O)C(CCC1)C(C(=O)O)C1C(=O)O","10","","","-"
"OC(=O)C(Cl)C(Cl)C([O-])=O","-","-","rac.-alpha,alpha'-dichlorosuccinic acid","-","A5793","-","-","-","2.8","Log unit","2.8","Log unit","25.0","?C","[O-]C(=O)C(Cl)C(Cl)C(=O)O","2.7084","Log unit","co2h","ClC(C(=O)[O-1])C(Cl)C(=O)O","4","","","-"
"OC(=O)C(Cl)C(Br)C(O)=O","-","-","threo-alpha-chloro-alpha'-bromo-succinic acid","-","A5793","-","-","-","1.76","Log unit","1.76","Log unit","25.0","?C","OC(=O)C(C(Br)C(=O)O)Cl","2.5375","Log unit","co2h","BrC(C(=O)O)C(Cl)C(=O)O","9","","","-"
"OC(=O)C(Br)C(Br)C([O-])=O","-","-","rac.-alpha,alpha'-dibromo-succinic acid","-","A5793","-","-","-","2.67","Log unit","2.67","Log unit","25.0","?C","[O-]C(=O)C(C(Br)C(=O)O)Br","1.7142","Log unit","co2h","BrC(C(=O)O)C(Br)C(=O)[O-1]","9","","","-"
"OC(CC(O)=O)C(O)=O","-","-","malic acid","-","A5793","-","-","-","3.5","Log unit","3.5","Log unit","25.0","?C","OC(=O)C(CC(=O)O)O","3.1984","Log unit","2","O=C(O)CC(O)C(=O)O","8","","","-"
"OC(=O)CC(CC(O)=O)OC(O)=O","-","-","citric acid","-","A5793","-","-","-","2.9","Log unit","2.9","Log unit","25.0","?C","OC(=O)CC(OC(=O)O)CC(=O)O","3.2416","Log unit","co2h","O=C(O)OC(CC(=O)O)CC(=O)O","8","","","-"
"[NH2+]CC(O)=O","-","-","glycine, amino-acetic acid","-","A5793","-","-","-","2.328","Log unit","2.328","Log unit","25.0","?C","OC(=O)C[NH2+]","3.697","Log unit","co2h","O=C(O)C[N+1]","2","","","-"
"OCC[N+](CCO)CC(O)=O","-","-","N,N-di(beta-hydroxyethyl)-glycine","-","A5793","-","-","-","1.99","Log unit","1.99","Log unit","25.0","?C","OC(=O)C[N+](CCO)CCO","2.5694","Log unit","co2h","O=C(O)C[N+1](CCO)CCO","2","","","-"
"CC([NH2+])C(O)=O","-","-","DL-Alanine","-","A5793","-","-","-","2.3245","Log unit","2.3245","Log unit","25.0","?C","OC(=O)C([NH2+])C","3.9432","Log unit","co2h","O=C(O)C([N+1])C","2","","","-"
"[NH2+]CCC(O)=O","-","-","beta-amino-propionic acid","-","A5793","-","-","-","3.58","Log unit","3.58","Log unit","25.0","?C","OC(=O)CC[NH2+]","4.2892","Log unit","co2h","O=C(O)CC[N+1]","2","","","-"
"CCC([NH2+])C(O)=O","-","-","DL-alpha-Amino-n-butyric acid","-","A5793","-","-","-","2.287","Log unit","2.287","Log unit","25.0","?C","OC(=O)C([NH2+])CC","4.1383","Log unit","co2h","O=C(O)C([N+1])CC","2","","","-"
"[NH2+]CCCC(O)=O","-","-","gamma-amino-n-butyric acid","-","A5793","-","-","-","4.02815","Log unit","4.02815","Log unit","25.0","?C","OC(=O)CCC[NH2+]","4.5125","Log unit","co2h","O=C(O)CCC[N+1]","2","","","-"
"CC(C)([NH2+])C(O)=O","-","-","alpha-amino-iso-butyric acid","-","A5793","-","-","-","2.3685","Log unit","2.3685","Log unit","25.0","?C","OC(=O)C([NH2+])(C)C","4.0968","Log unit","co2h","O=C(O)C([N+1])(C)C","2","","","-"
"CCCC([NH2+])C(O)=O","-","-","dl-alpha-amino-n-valeric acid","-","A5793","-","-","-","2.3135","Log unit","2.3135","Log unit","25.0","?C","OC(=O)C([NH2+])CCC","4.2824","Log unit","co2h","O=C(O)C([N+1])CCC","2","","","-"
"CCC([NH2+])CC(O)=O","-","-","beta-amino-n-valeric acid","-","A5793","-","-","-","4.02","Log unit","4.02","Log unit","25.0","?C","OC(=O)CC([NH2+])CC","4.6284","Log unit","co2h","O=C(O)CC([N+1])CC","2","","","-"
"[NH2+]CCCCC(O)=O","-","-","delta-Amino-n-valeric acid","-","A5793","-","-","-","4.235","Log unit","4.235","Log unit","25.0","?C","OC(=O)CCCC[NH2+]","4.6577","Log unit","co2h","O=C(O)CCCC[N+1]","2","","","-"
"CC(C)C([NH2+])C(O)=O","-","-","DL-Valine","-","A5793","-","-","-","2.292","Log unit","2.292","Log unit","25.0","?C","OC(=O)C([NH2+])C(C)C","4.2787","Log unit","co2h","O=C(O)C([N+1])C(C)C","2","","","-"
"CCCCC([NH2+])C(O)=O","-","-","DL-Norleucine","-","A5793","-","-","-","2.3295","Log unit","2.3295","Log unit","25.0","?C","OC(=O)C([NH2+])CCCC","4.3918","Log unit","co2h","O=C(O)C([N+1])CCCC","2","","","-"
"[NH2+]CCCCCC(O)=O","-","-","epsilon-amino-n-capronic acid","-","A5793","-","-","-","4.43","Log unit","4.43","Log unit","25.0","?C","OC(=O)CCCCC[NH2+]","4.7671","Log unit","co2h","O=C(O)CCCCC[N+1]","2","","","-"
"CC(C)CC([NH2+])C(O)=O","-","-","DL-Leucine","-","A5793","-","-","-","2.3275","Log unit","2.3275","Log unit","25.0","?C","OC(=O)C([NH2+])CC(C)C","4.3917","Log unit","co2h","O=C(O)C([N+1])CC(C)C","2","","","-"
"CCC(C)C([NH2+])C(O)=O","-","-","DL-Isoleucine","-","A5793","-","-","-","2.325","Log unit","2.325","Log unit","25.0","?C","OC(=O)C([NH2+])C(C)CC","4.3879","Log unit","co2h","O=C(O)C([N+1])C(C)CC","2","","","-"
"[NH2+]CCCCCCCCCCCC(O)=O","-","-","omega-amino-n-dodecanic acid","-","A5793","-","-","-","4.648","Log unit","4.648","Log unit","25.0","?C","OC(=O)CCCCCCCCCCC[NH2+]","4.952","Log unit","co2h","O=C(O)CCCCCCCCCCC[N+1]","2","","","-"
"[NH2+]C1(CCCCC1)C(O)=O","-","-","1,1-amino-cyclohexane-carboxylic acid","-","A5793","-","-","-","2.66","Log unit","2.66","Log unit","25.0","?C","OC(=O)C1(CCCCC1)[NH2+]","4.1816","Log unit","co2h","C(CCC1([N+1])C(=O)O)CC1","7","","","-"
"[NH2+]C1CCCCC1C(O)=O","-","-","1,2-amino-cyclohexane-carboxylic acid","-","A5793","-","-","-","3.59","Log unit","3.59","Log unit","25.0","?C","OC(=O)C1C([NH2+])CCCC1","4.5282","Log unit","co2h","[N+1]C(CCC1)C(C1)C(=O)O","9","","","-"
"[NH2+]C1CCC(CC1)C(O)=O","-","-","1,4-amino-cyclohexane-carboxylic acid","-","A5793","-","-","-","4.3","Log unit","4.3","Log unit","25.0","?C","OC(=O)C1CCC([NH2+])CC1","4.5576","Log unit","co2h","[N+1]C(CCC1C(=O)O)CC1","7","","","-"
"[NH2+]CCCC([NH2+])C(O)=O","-","-","ornithine","-","A5793","-","-","-","1.94","Log unit","1.94","Log unit","25.0","?C","OC(=O)C([NH2+])CCC[NH2+]","4.0202","Log unit","co2h","O=C(O)C([N+1])CCC[N+1]","2","","","-"
"NC(CCC[NH2+])C([O-])=O","-","-","ornithine","-","A5793","-","-","-","8.65","Log unit","8.65","Log unit","25.0","?C","NC(C(=O)[O-])CCC[NH2+]","9.5246","Log unit","nr2","O=C([O-1])C(N)CCC[N+1]","4","","","-"
"NCCCC(N)C([O-])=O","-","-","ornithine","-","A5793","-","-","-","10.76","Log unit","10.76","Log unit","25.0","?C","NCCCC(C(=O)[O-])N","10.2868","Log unit","4","O=C([O-1])C(N)CCCN","8","","","-"
"NC(=[NH2+])NCCCC([NH2+])C(O)=O","-","-","ARGININE","-","A5793","-","-","-","2.06","Log unit","2.06","Log unit","25.0","?C","OC(=O)C([NH2+])CCCNC(=[NH2+])N","4.0436","Log unit","co2h","O=C(O)C([N+1])CCCNC(=[N+1])N","2","","","-"
"NC(CCCNC(N)=[NH2+])C([O-])=O","-","-","ARGININE","-","A5793","-","-","-","9.1","Log unit","9.1","Log unit","25.0","?C","NC(C(=O)[O-])CCCNC(=[NH2+])N","9.5251","Log unit","4","O=C([O-1])C(N)CCCNC(=[N+1])N","4","","","-"
