"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","IC group detected","MultiGroupDetection","CASRN"
"OCCNC1=CC=C(NCCO)C2=C1C(=O)C1=CC=CC=C1C2=O","Disperse Blue 23","-","A5793","-","-","-","0.97","Log unit","0.97","Log unit","25.0","?C","N(c1ccc(NCCO)c2C(=O)c3ccccc3C(=O)c12)CCO","","-","nr2","c1(NCCO)ccc(NCCO)c2C(=O)c3ccccc3C(=O)c12","","","{nr2=[1, 8], oh=[4, 11]}","1","true","-"
"NN","HYDRAZINE","-","A5793","-","-","-","7.7","Log unit","7.7","Log unit","25.0","?C","NN","","-","nr2","NN","","","{nr2=[0, 1]}","0","true","-"
"N[NH3+]","HYDRAZINE","-","A5793","-","-","-","-0.9","Log unit","-0.9","Log unit","25.0","?C","N[NH3+]","","-","nr2","N[N+1]","","","{nr2=[0]}","0","","-"
"CCNNCC","N,N'-di-ethylhydrazine","-","A5793","-","-","-","7.48","Log unit","7.48","Log unit","25.0","?C","N(CC)NCC","","-","nr2","CCNNCC","","","{nr2=[2, 3]}","2","true","-"
"CNNC","N,N'-di-methylhydrazine","-","A5793","-","-","-","7.32","Log unit","7.32","Log unit","25.0","?C","N(C)NC","","-","nr2","CNNC","","","{nr2=[1, 2]}","1","true","-"
"CC(N)=N","amidinomethane","-","A5793","-","-","-","12.25","Log unit","12.25","Log unit","25.0","?C","N=C(N)C","","-","neth","N=C(N)C","","","{neth=[0], nr2=[2]}","0","","-"
"NC(CC(N)=NO)=NO","1,3-diamino-1,3-bishydroxyiminopropane","-","A5793","-","-","-","4.43","Log unit","4.43","Log unit","25.0","?C","C(=NO)(N)CC(=NO)N","","-","neth","NC(=NO)CC(=NO)N","","","{neth=[1, 5], nr2=[0, 8], oh=[3, 7]}","1","true","-"
"NC(=NO)C(N)=NO","1,2-diamino-1,2-bishydroxyiminoethane","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","ON=C(N)C(=NO)N","","-","neth","ON=C(N)C(=NO)N","","","{neth=[0, 4], nr2=[3, 7], oh=[0, 6]}","0","true","-"
"NC(CCC(N)=NO)=NO","1,4-diamino-1,4-bishydroxyiminobutane","-","A5793","-","-","-","5.63","Log unit","5.63","Log unit","25.0","?C","ON=C(N)CCC(=NO)N","","-","neth","ON=C(N)CCC(=NO)N","","","{neth=[0, 6], nr2=[3, 9], oh=[0, 8]}","0","true","-"
"NC(CCC(N)=[NH+]O)=NO","1,4-diamino-1,4-bishydroxyiminobutane","-","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","O[NH+]=C(N)CCC(=NO)N","","-","neth","O[N+1]=C(N)CCC(=NO)N","","","{neth=[0, 6], nr2=[3, 9], oh=[0, 8]}","0","true","-"
"N=C1CCCC1","cyclopentanimine","-","A5793","-","-","-","8.95","Log unit","8.95","Log unit","25.0","?C","N=C1CCCC1","","-","neth","N=C(CC1)CC1","","","{neth=[0]}","0","","-"
"N=C1CCCCC1","cyclohexanimine","-","A5793","-","-","-","9.15","Log unit","9.15","Log unit","25.0","?C","N=C1CCCCC1","","-","neth","N=C(CCC1)CC1","","","{neth=[0]}","0","","-"
"CN=C1CCCCC1C","C-N-dimethylcyclohexanimine","-","A5793","-","-","-","9.47","Log unit","9.47","Log unit","25.0","?C","C1(=NC)CCCCC1C","","-","neth","C(CCC1C)CC1=NC","","","{neth=[6]}","6","","-"
"CC1CCCCC1=N","C-methylcyclohexanimine","-","A5793","-","-","-","9.38","Log unit","9.38","Log unit","25.0","?C","N=C1CCCCC1C","","-","neth","N=C(CCC1)C(C1)C","","","{neth=[0]}","0","","-"
"CN=C1CCCCC1","N-methylcyclohexanimine","-","A5793","-","-","-","9.43","Log unit","9.43","Log unit","25.0","?C","C1(=NC)CCCCC1","","-","neth","C(CCC1=NC)CC1","","","{neth=[3]}","3","","-"
"CCNC1=CC(CC(C)(C)C1)=NCC","1-ethylamino-3-ethylimino-5,5-dimethylcyclohex-1-ene","-","A5793","-","-","-","12.13","Log unit","12.13","Log unit","25.0","?C","C1(=NCC)C=C(CC(C)(C)C1)NCC","","-","neth","C(=C(CC1(C)C)NCC)C(C1)=NCC","","","{neth=[9], nr2=[6]}","9","","-"
"CC(=N)NC1=CC=C(Cl)C=C1","N-acetimido-4-chloroaniline","-","A5793","-","-","-","9.5","Log unit","9.5","Log unit","25.0","?C","C(=N)(Nc1ccc(Cl)cc1)C","","-","neth","Cl-c(ccc1NC(=N)C)cc1","","","{neth=[6], nr2=[5]}","6","","-"
"CCOC1=CC=C(NC(C)=NC2=CC=C(OCC)C=C2)C=C1","4-ethoxy-N-[1-(p-ethoxyphenylimino)ethyl]aniline","-","A5793","-","-","-","9.27","Log unit","9.27","Log unit","25.0","?C","c1(ccc(cc1)OCC)N=C(Nc1ccc(OCC)cc1)C","","-","neth","c(cc(c1)N=C(N-c(ccc2OCC)cc2)C)c(c1)OCC","","","{neth=[2], nr2=[6]}","2","","-"
"ClC1=CC=C(C=NC2=CC=CC=C2)C=C1","N-4-chlorobenzylideneaniline","-","A5793","-","-","-","2.8","Log unit","2.8","Log unit","25.0","?C","C(=Nc1ccccc1)c1ccc(Cl)cc1","","-","neth","Cl-c(ccc1C=Nc(ccc2)cc2)cc1","","","{neth=[5]}","5","","-"
"CC(NC1=CC=CC=C1)=NC1=CC=CC=C1","N-(1-phenyliminoethyl)aniline","-","A5793","-","-","-","8.298","Log unit","8.298","Log unit","25.0","?C","c1(ccccc1)N=C(Nc1ccccc1)C","","-","neth","c(ccc1N=C(N-c(ccc2)cc2)C)cc1","","","{neth=[3], nr2=[6]}","3","","-"
"NC(=N)CC1=CC=CC=C1","amidinomethyl-benzzne","-","A5793","-","-","-","11.87","Log unit","11.87","Log unit","25.0","?C","C(=N)(Cc1ccccc1)N","","-","neth","c1(CC(=N)N)ccccc1","","","{neth=[2], nr2=[4]}","2","","-"
"NC(=N)C1=CC=CC=C1","guanidinobenzene","-","A5793","-","-","-","11.3","Log unit","11.3","Log unit","25.0","?C","C(=N)(c1ccccc1)N","","-","neth","c1(C(=N)N)ccccc1","","","{neth=[1], nr2=[3]}","1","","-"
"NC(=N)C1=CC=C(O)C=C1","4-hydroxy-guanidinobenzene","-","A5793","-","-","-","12.5","Log unit","12.5","Log unit","25.0","?C","C(=N)(c1ccc(O)cc1)N","","-","neth","c1(C(=N)N)ccc(O)cc1","","","{neth=[1], nr2=[3], oh=[7]}","1","","-"
"NC(=N)C1=CC=C(C=C1)C([O-])=O","4-carboxy-guanidinobenzene","-","A5793","-","-","-","10.9","Log unit","10.9","Log unit","25.0","?C","C(=N)(c1ccc(C(=O)[O-])cc1)N","","-","neth","c1(C(=N)N)ccc(C(=O)[O-1])cc1","","","{neth=[1], nr2=[3]}","1","","-"
"COC1=CC=C(C=C1)C(N)=N","4-methoxy-guanidinobenzene","-","A5793","-","-","-","11.8","Log unit","11.8","Log unit","25.0","?C","C(=N)(c1ccc(OC)cc1)N","","-","neth","c1(C(=N)N)ccc(OC)cc1","","","{neth=[1], nr2=[3]}","1","","-"
"NC(=N)C1=CC=C(C=C1)N(=O)=O","4-nitro-guanidinobenzene","-","A5793","-","-","-","9.58","Log unit","9.58","Log unit","25.0","?C","C(=N)(c1ccc(N(=O)=O)cc1)N","","-","neth","c1(C(=N)N)ccc(N(=O)=O)cc1","","","{neth=[1], nr2=[3, 7]}","1","","-"
"CC(O)(C(N)=N)C1=CC=CC=C1","(1-amidino-1-hydroxy)ethylbenzene","-","A5793","-","-","-","10.96","Log unit","10.96","Log unit","25.0","?C","C(=N)(C(c1ccccc1)(O)C)N","","-","neth","c(ccc1C(O)(C(=N)N)C)cc1","","","{neth=[6], nr2=[8], oh=[5]}","6","","-"
"NC(=N)C(O)C1=CC=CC=C1","(C-amidino-C-hydroxy)methylbenzene","-","A5793","-","-","-","11.1","Log unit","11.1","Log unit","25.0","?C","C(=N)(C(c1ccccc1)O)N","","-","neth","c(ccc1C(O)C(=N)N)cc1","","","{neth=[6], nr2=[8], oh=[5]}","6","","-"
"CCC(O)(C(N)=N)C1=CC=CC=C1","(1-amidineo-1-hydroxy)propylbenzene","-","A5793","-","-","-","11.4","Log unit","11.4","Log unit","25.0","?C","C(=N)(C(c1ccccc1)(O)CC)N","","-","neth","c(ccc1C(O)(C(=N)N)CC)cc1","","","{neth=[6], nr2=[8], oh=[5]}","6","","-"
"NC(CC1=CC=CC=C1)=NO","(2-amino-2-hydroxyimino)ethylbenzene","-","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","C(=NO)(Cc1ccccc1)N","","-","neth","c(ccc1CC(=NO)N)cc1","","","{neth=[5], nr2=[8], oh=[7]}","5","","-"
"NC(=NO)C1=CC=CC=C1","C-amino-C-hydroxyiminoethylbenzene","-","A5793","-","-","-","4.79","Log unit","4.79","Log unit","25.0","?C","C(=NO)(c1ccccc1)N","","-","neth","c(ccc1C(=NO)N)cc1","","","{neth=[4], nr2=[7], oh=[6]}","4","","-"
"CC1=CC=CC=C1C(N)=NO","1-(C-amino-C-hydroxyiminomethyl)-2-methylbenzene","-","A5793","-","-","-","3.99","Log unit","3.99","Log unit","25.0","?C","C(=NO)(c1ccccc1C)N","","-","neth","c(ccc1C(=NO)N)cc1C","","","{neth=[4], nr2=[7], oh=[6]}","4","","-"
"CC1=CC=C(C=C1)C(N)=NO","1-(C-amino-C-hydroxyiminomethyl)-4-methylbenzene","-","A5793","-","-","-","5.1","Log unit","5.1","Log unit","25.0","?C","C(=NO)(c1ccc(cc1)C)N","","-","neth","c(cc(c1)C(=NO)N)c(c1)C","","","{neth=[4], nr2=[7], oh=[6]}","4","","-"
"NC(=N)NC1=CC=C(Cl)C=C1","1-chloro-4-guanidinobenzene","-","A5793","-","-","-","10.9","Log unit","10.9","Log unit","25.0","?C","C(=N)(Nc1ccc(Cl)cc1)N","","-","neth","Cl-c(ccc1NC(=N)N)cc1","","","{neth=[6], nr2=[5, 8]}","6","","-"
"ClC1=CC=CC=C1C(=N)C1=CC=CC=C1","1-chloro-2-iminobenzylbenzene","-","A5793","-","-","-","5.9","Log unit","5.9","Log unit","25.0","?C","C(=N)(c1c(Cl)cccc1)c1ccccc1","","-","neth","Cl-c(ccc1)c(c1)C(=N)c(ccc2)cc2","","","{neth=[7]}","7","","-"
"ClC1=CC=CC=C1C(=N)C1=CC=CC=C1","1-chloro-3-iminobenzylbenzene","-","A5793","-","-","-","6.0","Log unit","6.0","Log unit","25.0","?C","C(=N)(c1c(Cl)cccc1)c1ccccc1","","-","neth","Cl-c(ccc1)c(c1)C(=N)c(ccc2)cc2","","","{neth=[7]}","7","","-"
"CNC(=N)NC1=CC=C(Cl)C=C1","1-chloro-4-N3-methylguanidinobenzene","-","A5793","-","-","-","11.15","Log unit","11.15","Log unit","25.0","?C","C(=N)(Nc1ccc(Cl)cc1)NC","","-","neth","Cl-c(ccc1NC(=N)NC)cc1","","","{neth=[6], nr2=[5, 8]}","6","","-"
"OC1=CC=C(C(=N)C2=CC=CC=C2)C(O)=C1","1,3-dihydroxy-4-iminobenzylbenzene","-","A5793","-","-","-","9.3","Log unit","9.3","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccc(O)cc1O","","-","neth","c(ccc1C(=N)c(ccc2O)c(O)c2)cc1","","","{neth=[4], oh=[10, 12]}","4","","-"
"OC1=CC(=CC=C1)C(=N)C1=CC=CC=C1","1-hydroxy-3-iminobenzylbenzene","-","A5793","-","-","-","7.0","Log unit","7.0","Log unit","25.0","?C","C(=N)(c1ccccc1)c1cccc(c1)O","","-","neth","c(ccc1C(=N)c(ccc2)cc2O)cc1","","","{neth=[4], oh=[12]}","4","","-"
"OC1=CC=C(C=C1)C(=N)C1=CC=CC=C1","1-hydroxy-4-iminobenzylbenzene","-","A5793","-","-","-","7.85","Log unit","7.85","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccc(O)cc1","","-","neth","c(ccc1C(=N)-c(ccc2O)cc2)cc1","","","{neth=[4], oh=[10]}","4","","-"
"COC1=CC(=CC=C1O)C(=N)C1=CC=CC=C1","1-hydroxy-4-iminobenzyl-3-methoxybenzene","-","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccc(O)c(c1)OC","","-","neth","c(ccc1C(=N)c(ccc2O)cc2OC)cc1","","","{neth=[4], oh=[10]}","4","","-"
"N=C(C1=CC=CC=C1)C1=CC=CC=C1","iminobenzylbenzene","-","A5793","-","-","-","7.48","Log unit","7.48","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccccc1","","-","neth","c(ccc1C(=N)c(ccc2)cc2)cc1","","","{neth=[4]}","4","","-"
"COC1=CC=C(C(=N)C2=CC=CC=C2)C(OC)=C1","1-iminobenzyl-2,4-dimethoxybenzene","-","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccc(OC)cc1OC","","-","neth","c(ccc1C(=N)c(ccc2OC)c(c2)OC)cc1","","","{neth=[4]}","4","","-"
"CC1=CC=C(C(=N)C2=CC=CC=C2)C(C)=C1","1-iminobenzyl-2,4-dimethylbenzene","-","A5793","-","-","-","7.5","Log unit","7.5","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccc(C)cc1C","","-","neth","c(ccc1C(=N)c(ccc2C)c(c2)C)cc1","","","{neth=[4]}","4","","-"
"CC1=CC=C(C)C(=C1)C(=N)C1=CC=CC=C1","1-iminobenzyl-2,5-dimethylbenzene","-","A5793","-","-","-","7.5","Log unit","7.5","Log unit","25.0","?C","C(=N)(c1ccccc1)c1cc(ccc1C)C","","-","neth","c(ccc1C(=N)c(cc(c2)C)c(c2)C)cc1","","","{neth=[4]}","4","","-"
"CC1=CC=CC(C)=C1C(=N)C1=CC=CC=C1","1-iminobenzyl-2,6-dimethylbenzene","-","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","C(=N)(c1ccccc1)c1c(cccc1C)C","","-","neth","c(ccc1C(=N)c(c(cc2)C)c(c2)C)cc1","","","{neth=[4]}","4","","-"
"CC1=CC(=CC(C)=C1)C(=N)C1=CC=CC=C1","1-iminobenzyl-3,5-dimethylbenzene","-","A5793","-","-","-","7.1","Log unit","7.1","Log unit","25.0","?C","C(=N)(c1ccccc1)c1cc(cc(c1)C)C","","-","neth","c(ccc1C(=N)c(cc(c2)C)cc2C)cc1","","","{neth=[4]}","4","","-"
"COC1=CC=CC=C1C(=N)C1=CC=CC=C1","1-iminobenzyl-2-methoxybenzene","-","A5793","-","-","-","7.3","Log unit","7.3","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccccc1OC","","-","neth","c(ccc1C(=N)c(ccc2)c(c2)OC)cc1","","","{neth=[4]}","4","","-"
"COC1=CC(=CC=C1)C(=N)C1=CC=CC=C1","1-iminobenzyl-3-methoxybenzene","-","A5793","-","-","-","7.7","Log unit","7.7","Log unit","25.0","?C","C(=N)(c1ccccc1)c1cccc(c1)OC","","-","neth","c(ccc1C(=N)c(ccc2)cc2OC)cc1","","","{neth=[4]}","4","","-"
"CC1=CC=CC=C1C(=N)C1=CC=CC=C1","1-iminobenzyl-2-methylbenzene","-","A5793","-","-","-","7.5","Log unit","7.5","Log unit","25.0","?C","C(=N)(c1ccccc1)c1ccccc1C","","-","neth","c(ccc1C(=N)c(ccc2)c(c2)C)cc1","","","{neth=[4]}","4","","-"
"COC(=N)C1=CC=CC=C1","iminomethoxymethylbenzene","-","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","C(=N)(c1ccccc1)OC","","-","neth","c(ccc1C(OC)=N)cc1","","","{neth=[4]}","4","","-"
"OC1=CC2=C(C=CC=C2)C=C1C1=[NH+]CCN1","Imidazoline, 2-[3-(2-hyddroxynaphthyl)]-","-","A5793","-","-","-","7.01","Log unit","7.01","Log unit","25.0","?C","Oc1c(C2=[N+]CCN2)cc2ccccc2c1","","-","oh","[N+1](CC1)=C(N1)c(cc(ccc2)c3c2)c(O)c3","","","{neth=[0], nr2=[4], oh=[14]}","14","","-"
"NC(=N)NC(N)=N","DIGUANIDE","-","A5793","-","-","-","12.5","Log unit","12.5","Log unit","25.0","?C","C(=N)(N)NC(=N)N","","-","neth","NC(=N)NC(=N)N","","","{neth=[1, 4], nr2=[0, 3, 6]}","1","true","-"
"NC(=N)NC(N)=[NH2+]","DIGUANIDE","-","A5793","-","-","-","3.4","Log unit","3.4","Log unit","25.0","?C","C(=N)(NC(=[NH2+])N)N","","-","neth","NC(=[N+1])NC(=N)N","","","{neth=[4], nr2=[0, 3, 6]}","4","","-"
"NC(=N)NC(=N)NC1=CC2=C(C=C1)C=C1C=CC=CC1=C2","N1-(2-anthryl)diguanide","-","A5793","-","-","-","11.0","Log unit","11.0","Log unit","25.0","?C","C(=N)(Nc1cc2cc3ccccc3cc2cc1)NC(=N)N","","-","neth","c1c(NC(=N)NC(=N)N)ccc2cc3ccccc3cc12","","","{neth=[3, 6], nr2=[2, 5, 8]}","3","true","-"
"NC(=N)NC(=N)NC1=CC2=C(C=C1)C=C1C=CC=CC1=C2","N1-(2-anthryl)diguanide","-","A5793","-","-","-","10.4","Log unit","10.4","Log unit","25.0","?C","C(=N)(NC(=N)Nc1cc2cc3ccccc3cc2cc1)N","","-","neth","c1c(NC(=N)NC(=N)N)ccc2cc3ccccc3cc12","","","{neth=[3, 6], nr2=[2, 5, 8]}","6","true","-"
"NC(=N)NC(N)=NCC1=CC=CC=C1","benzyl-diguanide","-","A5793","-","-","-","11.25","Log unit","11.25","Log unit","25.0","?C","C(=N)(N)NC(=NCc1ccccc1)N","","-","neth","NC(=N)NC(=NCc2ccccc2)N","","","{neth=[1, 4], nr2=[0, 3, 13]}","1","true","-"
"NC(=[NH2+])NC(N)=NCC1=CC=CC=C1","benzyl-diguanide","-","A5793","-","-","-","2.7","Log unit","2.7","Log unit","25.0","?C","C(=NCc1ccccc1)(NC(=[NH2+])N)N","","-","neth","NC(=[N+1])NC(=NCc2ccccc2)N","","","{neth=[4], nr2=[0, 3, 13]}","4","","-"
"CC(C)NC(=N)NC(=N)NC1=CC=C(Br)C=C1","N1-(4-bromophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","11.4","Log unit","11.4","Log unit","25.0","?C","C(=N)(Nc1ccc(Br)cc1)NC(=N)NC(C)C","","-","neth","N(c2ccc(Br)cc2)C(=N)NC(=N)NC(C)C","","","{neth=[8, 11], nr2=[0, 10, 13]}","8","true","-"
"CC(C)NC(=[NH2+])NC(=N)NC1=CC=C(Br)C=C1","N1-(4-bromophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","2.2","Log unit","2.2","Log unit","25.0","?C","C(=N)(Nc1ccc(Br)cc1)NC(=[NH2+])NC(C)C","","-","neth","N(c2ccc(Br)cc2)C(=N)NC(=[N+1])NC(C)C","","","{neth=[8], nr2=[0, 10, 13]}","8","","-"
"CCCCN=C(N)NC(N)=N","butyl-diguanide","-","A5793","-","-","-","11.28","Log unit","11.28","Log unit","25.0","?C","C(=N)(N)NC(=NCCCC)N","","-","neth","NC(=N)NC(=NCCCC)N","","","{neth=[1, 4], nr2=[0, 3, 10]}","1","true","-"
"CCCCN=C(N)NC(N)=[NH2+]","butyl-diguanide","-","A5793","-","-","-","2.92","Log unit","2.92","Log unit","25.0","?C","C(=NCCCC)(NC(=[NH2+])N)N","","-","neth","NC(=[N+1])NC(=NCCCC)N","","","{neth=[4], nr2=[0, 3, 10]}","4","","-"
"NC(=[NH2+])NC(=N)NC1=CC=C(Cl)C=C1","N1-(4-chlrophenyl)-diguanide","-","A5793","-","-","-","2.2","Log unit","2.2","Log unit","25.0","?C","C(=N)(NC(=[NH2+])N)Nc1ccc(Cl)cc1","","-","neth","NC(=[N+1])NC(=N)Nc1ccc(Cl)cc1","","","{neth=[4], nr2=[0, 3, 6]}","4","","-"
"CC(C)NC(=N)NC(N)=NC1=CC=C(Cl)C=C1","N2-(4-chlrophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","10.4","Log unit","10.4","Log unit","25.0","?C","C(=Nc1ccc(Cl)cc1)(N)NC(=N)NC(C)C","","-","neth","NC(=Nc2ccc(Cl)cc2)NC(=N)NC(C)C","","","{neth=[1, 11], nr2=[0, 10, 13]}","1","true","-"
"CC(C)NC(=[NH2+])NC(N)=NC1=CC=C(Cl)C=C1","N2-(4-chlrophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","2.3","Log unit","2.3","Log unit","25.0","?C","C(=Nc1ccc(Cl)cc1)(N)NC(=[NH2+])NC(C)C","","-","neth","NC(=Nc2ccc(Cl)cc2)NC(=[N+1])NC(C)C","","","{neth=[1], nr2=[0, 10, 13]}","1","","-"
"CC(C)NC(=[NH2+])NC(=N)N(C)C1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N1-methyl-diguanide","-","A5793","-","-","-","2.4","Log unit","2.4","Log unit","25.0","?C","C(=N)(N(c1ccccc1)C)NC(=[NH2+])NC(C)C","","-","neth","c1ccccc1N(C)C(=N)NC(=[N+1])NC(C)C","","","{neth=[8], nr2=[6, 10, 13]}","8","","-"
"CN=C(NC(=N)NC(C)C)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N2-methyl-diguanide","-","A5793","-","-","-","11.8","Log unit","11.8","Log unit","25.0","?C","C(=NC)(Nc1ccccc1)NC(=N)NC(C)C","","-","neth","c1ccccc1NC(=NC)NC(=N)NC(C)C","","","{neth=[7, 11], nr2=[6, 10, 13]}","7","true","-"
"CN=C(NC(=[NH2+])NC(C)C)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N2-methyl-diguanide","-","A5793","-","-","-","2.3","Log unit","2.3","Log unit","25.0","?C","C(=NC)(Nc1ccccc1)NC(=[NH2+])NC(C)C","","-","neth","c1ccccc1NC(=NC)NC(=[N+1])NC(C)C","","","{neth=[7], nr2=[6, 10, 13]}","7","","-"
"C[NH+]=C(NC(C)C)NC(=N)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N4-methyl-diguanide","-","A5793","-","-","-","2.0","Log unit","2.0","Log unit","25.0","?C","C(=N)(Nc1ccccc1)NC(=[NH+]C)NC(C)C","","-","neth","c1ccccc1NC(=N)NC(=[N+1]C)NC(C)C","","","{neth=[7, 10], nr2=[6, 9, 13]}","7","true","-"
"CN=C(NC(C)C)NC(=N)NC1=CC=CC=C1","N1-(4-chlrophenyl)-N5-isopropyl-N4-methyl-diguanide","-","A5793","-","-","-","12.2","Log unit","12.2","Log unit","25.0","?C","C(=N)(Nc1ccccc1)NC(=NC)NC(C)C","","-","neth","c1ccccc1NC(=N)NC(=NC)NC(C)C","","","{neth=[7, 10], nr2=[6, 9, 13]}","7","true","-"
"NC(=N)NC(N)=NC1CCCCC1","cyclohexyl-diguanide","-","A5793","-","-","-","11.39","Log unit","11.39","Log unit","25.0","?C","C(=N)(N)NC(=NC1CCCCC1)N","","-","neth","NC(=N)NC(=NC1CCCCC1)N","","","{neth=[1, 4], nr2=[0, 3, 12]}","1","true","-"
"NC(=[NH2+])NC(N)=NC1CCCCC1","cyclohexyl-diguanide","-","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","C(=NC1CCCCC1)(NC(=[NH2+])N)N","","-","neth","NC(=[N+1])NC(=NC1CCCCC1)N","","","{neth=[4], nr2=[0, 3, 12]}","4","","-"
"CCN(CC)C(=N)NC(N)=N","N'-diethyl-diguanide","-","A5793","-","-","-","11.66","Log unit","11.66","Log unit","25.0","?C","C(=N)(N)NC(=N)N(CC)CC","","-","neth","NC(=N)NC(=N)N(CC)CC","","","{neth=[1, 4], nr2=[0, 3, 6]}","1","true","-"
"NC(=N)NC(=N)NCCNC(=N)NC(N)=N","N-(diguanidoethylene)-diguanide","-","A5793","-","-","-","11.5","Log unit","11.5","Log unit","25.0","?C","C(=N)(N)NC(=N)NCCNC(=N)NC(=N)N","","-","neth","NC(=N)NC(=N)NCCNC(=N)NC(=N)N","","","{neth=[1, 4, 10, 13], nr2=[0, 3, 6, 9, 12, 15]}","1","true","-"
"NC(=[NH2+])NC(=N)NCCNC(=N)NC(N)=[NH2+]","N-(diguanidoethylene)-diguanide","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","C(=N)(NC(=[NH2+])N)NCCNC(=N)NC(=[NH2+])N","","-","neth","NC(=[N+1])NC(=N)NCCNC(=N)NC(=[N+1])N","","","{neth=[4, 10], nr2=[0, 3, 6, 9, 12, 15]}","4","true","-"
"CN(C)C(=N)NC(N)=N","N'-dimethyl-diguanide","-","A5793","-","-","-","11.52","Log unit","11.52","Log unit","25.0","?C","C(=N)(N)NC(=N)N(C)C","","-","neth","NC(=N)NC(=N)N(C)C","","","{neth=[1, 4], nr2=[0, 3, 6]}","1","true","-"
"CN(C)C(=N)NC(N)=[NH2+]","N'-dimethyl-diguanide","-","A5793","-","-","-","2.75","Log unit","2.75","Log unit","25.0","?C","C(=N)(NC(=[NH2+])N)N(C)C","","-","neth","NC(=[N+1])NC(=N)N(C)C","","","{neth=[4], nr2=[0, 3, 6]}","4","","-"
"CCN=C(N)NC(N)=N","N'-ethyl-diguanide","-","A5793","-","-","-","11.47","Log unit","11.47","Log unit","25.0","?C","C(=N)(N)NC(=NCC)N","","-","neth","NC(=N)NC(=NCC)N","","","{neth=[1, 4], nr2=[0, 3, 8]}","1","true","-"
"CCN=C(N)NC(N)=[NH2+]","N'-ethyl-diguanide","-","A5793","-","-","-","3.08","Log unit","3.08","Log unit","25.0","?C","C(=NCC)(NC(=[NH2+])N)N","","-","neth","NC(=[N+1])NC(=NCC)N","","","{neth=[4], nr2=[0, 3, 8]}","4","","-"
"CCCCCCN=C(N)NC(N)=N","hexyl-diguanide","-","A5793","-","-","-","11.44","Log unit","11.44","Log unit","25.0","?C","C(=N)(N)NC(=NCCCCCC)N","","-","neth","NC(=N)NC(=NCCCCCC)N","","","{neth=[1, 4], nr2=[0, 3, 12]}","1","true","-"
"CCCCCCN=C(N)NC(N)=[NH2+]","cyclohexyl-diguanide","-","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","C(=NCCCCCC)(NC(=[NH2+])N)N","","-","neth","NC(=[N+1])NC(=NCCCCCC)N","","","{neth=[4], nr2=[0, 3, 12]}","4","","-"
"CC(C)NC(=N)NC(=N)NC1=CC=C(I)C=C1","N1-(4-Iodophenyl)-N5-isopropyl-diguanide","-","A5793","-","-","-","11.0","Log unit","11.0","Log unit","25.0","?C","C(=N)(Nc1ccc(I)cc1)NC(=N)NC(C)C","","-","neth","N(c2ccc(I)cc2)C(=N)NC(=N)NC(C)C","","","{neth=[8, 11], nr2=[0, 10, 13]}","8","true","-"
"CC(C)N=C(N)NC(N)=N","isoprpyl-diguanide","-","A5793","-","-","-","11.35","Log unit","11.35","Log unit","25.0","?C","C(=N)(N)NC(=NC(C)C)N","","-","neth","NC(=N)NC(=NC(C)C)N","","","{neth=[1, 4], nr2=[0, 3, 9]}","1","true","-"
"CC(C)N=C(N)NC(N)=[NH2+]","isoprpyl-diguanide","-","A5793","-","-","-","3.1","Log unit","3.1","Log unit","25.0","?C","C(=NC(C)C)(NC(=[NH2+])N)N","","-","neth","NC(=[N+1])NC(=NC(C)C)N","","","{neth=[4], nr2=[0, 3, 9]}","4","","-"
